day,voucher,direction,lag_ticks,corr
1,VEV_5100,voucher_leads_hydro,100,0.005428875543037245
1,VEV_5200,same_tick,0,0.015299613712999646
1,VEV_5200,hydro_leads_voucher,1,-0.006978820844985753
1,VEV_5200,voucher_leads_hydro,1,-0.0008138024586166219
1,VEV_5200,hydro_leads_voucher,2,-0.0025029136720725125
1,VEV_5200,voucher_leads_hydro,2,-0.010376921145339111
1,VEV_5200,hydro_leads_voucher,5,0.015597773323954768
1,VEV_5200,voucher_leads_hydro,5,-0.023458011442136686
1,VEV_5200,hydro_leads_voucher,10,0.001553226337084207
1,VEV_5200,voucher_leads_hydro,10,-0.002184037624962097
1,VEV_5200,hydro_leads_voucher,20,0.002959701237904062
1,VEV_5200,voucher_leads_hydro,20,-0.0015098827846831864
1,VEV_5200,hydro_leads_voucher,50,-0.004473490842414315
1,VEV_5200,voucher_leads_hydro,50,-0.008168537429187373
1,VEV_5200,hydro_leads_voucher,100,0.003260786497514871
1,VEV_5200,voucher_leads_hydro,100,0.004663774231557153
1,VEV_5300,same_tick,0,0.0028706855038135456
1,VEV_5300,hydro_leads_voucher,1,0.013920923567182683
1,VEV_5300,voucher_leads_hydro,1,0.004016188370068809
1,VEV_5300,hydro_leads_voucher,2,-0.0068021563205639905
1,VEV_5300,voucher_leads_hydro,2,-0.008673078352380088
1,VEV_5300,hydro_leads_voucher,5,0.012503704251166698
1,VEV_5300,voucher_leads_hydro,5,-0.0049581456858393495
1,VEV_5300,hydro_leads_voucher,10,-0.001989796773589282
1,VEV_5300,voucher_leads_hydro,10,-0.017210450383574695
1,VEV_5300,hydro_leads_voucher,20,-0.008026631048052372
1,VEV_5300,voucher_leads_hydro,20,0.009428136839698061
1,VEV_5300,hydro_leads_voucher,50,-0.004680291194474739
1,VEV_5300,voucher_leads_hydro,50,-0.005659822723388141
1,VEV_5300,hydro_leads_voucher,100,-0.00853065810355427
1,VEV_5300,voucher_leads_hydro,100,0.014690982252160088
1,VEV_5400,same_tick,0,0.0003459479525917814
1,VEV_5400,hydro_leads_voucher,1,-0.007276065369771782
1,VEV_5400,voucher_leads_hydro,1,0.002857953776373351
1,VEV_5400,hydro_leads_voucher,2,0.015419489542902329
1,VEV_5400,voucher_leads_hydro,2,0.005976798777392099
1,VEV_5400,hydro_leads_voucher,5,0.02864211586674896
1,VEV_5400,voucher_leads_hydro,5,-0.029458314772121783
1,VEV_5400,hydro_leads_voucher,10,-0.007065707377401408
1,VEV_5400,voucher_leads_hydro,10,-0.0001305268991721937
1,VEV_5400,hydro_leads_voucher,20,-0.0009535981374188082
1,VEV_5400,voucher_leads_hydro,20,0.010933129361111736
1,VEV_5400,hydro_leads_voucher,50,0.002091368130152226
1,VEV_5400,voucher_leads_hydro,50,-0.004352987159060268
1,VEV_5400,hydro_leads_voucher,100,-0.004948562242708461
1,VEV_5400,voucher_leads_hydro,100,0.004814798086013905
1,VEV_5500,same_tick,0,0.009050645427828975
1,VEV_5500,hydro_leads_voucher,1,-0.012326916211268324
1,VEV_5500,voucher_leads_hydro,1,-0.006097516150290909
1,VEV_5500,hydro_leads_voucher,2,-0.0062948789362144136
1,VEV_5500,voucher_leads_hydro,2,-0.006494280866520078
1,VEV_5500,hydro_leads_voucher,5,0.0036752081902372653
1,VEV_5500,voucher_leads_hydro,5,-0.012470892581107776
1,VEV_5500,hydro_leads_voucher,10,0.0032816237668489975
1,VEV_5500,voucher_leads_hydro,10,-0.0009839619482882658
1,VEV_5500,hydro_leads_voucher,20,0.024508427844804965
1,VEV_5500,voucher_leads_hydro,20,-0.004345838087391997
1,VEV_5500,hydro_leads_voucher,50,-0.01182368746946342
1,VEV_5500,voucher_leads_hydro,50,-0.0033681190780381403
1,VEV_5500,hydro_leads_voucher,100,0.006894380599306729
1,VEV_5500,voucher_leads_hydro,100,-0.014417380589138613
1,VEV_6000,same_tick,0,
1,VEV_6000,hydro_leads_voucher,1,
1,VEV_6000,voucher_leads_hydro,1,
1,VEV_6000,hydro_leads_voucher,2,
1,VEV_6000,voucher_leads_hydro,2,
1,VEV_6000,hydro_leads_voucher,5,
1,VEV_6000,voucher_leads_hydro,5,
1,VEV_6000,hydro_leads_voucher,10,
1,VEV_6000,voucher_leads_hydro,10,
1,VEV_6000,hydro_leads_voucher,20,
1,VEV_6000,voucher_leads_hydro,20,
1,VEV_6000,hydro_leads_voucher,50,
1,VEV_6000,voucher_leads_hydro,50,
1,VEV_6000,hydro_leads_voucher,100,
1,VEV_6000,voucher_leads_hydro,100,
1,VEV_6500,same_tick,0,
1,VEV_6500,hydro_leads_voucher,1,
1,VEV_6500,voucher_leads_hydro,1,
1,VEV_6500,hydro_leads_voucher,2,
1,VEV_6500,voucher_leads_hydro,2,
1,VEV_6500,hydro_leads_voucher,5,
1,VEV_6500,voucher_leads_hydro,5,
1,VEV_6500,hydro_leads_voucher,10,
1,VEV_6500,voucher_leads_hydro,10,
1,VEV_6500,hydro_leads_voucher,20,
1,VEV_6500,voucher_leads_hydro,20,
1,VEV_6500,hydro_leads_voucher,50,
1,VEV_6500,voucher_leads_hydro,50,
1,VEV_6500,hydro_leads_voucher,100,
1,VEV_6500,voucher_leads_hydro,100,
2,VEV_4000,same_tick,0,-0.00807253597373671
2,VEV_4000,hydro_leads_voucher,1,0.003620852487237228
2,VEV_4000,voucher_leads_hydro,1,0.02183851649886785
2,VEV_4000,hydro_leads_voucher,2,-0.013472420246445665
2,VEV_4000,voucher_leads_hydro,2,-0.009695825266792402
2,VEV_4000,hydro_leads_voucher,5,-0.009062228459091869
2,VEV_4000,voucher_leads_hydro,5,0.01210583326423293
2,VEV_4000,hydro_leads_voucher,10,0.008360374623796749
2,VEV_4000,voucher_leads_hydro,10,0.0019594954197068503
2,VEV_4000,hydro_leads_voucher,20,-0.0023118687340754843
2,VEV_4000,voucher_leads_hydro,20,-0.0015343847064688012
2,VEV_4000,hydro_leads_voucher,50,-0.007468922007006716
2,VEV_4000,voucher_leads_hydro,50,0.009107467904119915
2,VEV_4000,hydro_leads_voucher,100,-0.007556629526360565
2,VEV_4000,voucher_leads_hydro,100,-0.009965668771111836
2,VEV_4500,same_tick,0,-0.0013567308138402593
2,VEV_4500,hydro_leads_voucher,1,-0.0031569829381989066
2,VEV_4500,voucher_leads_hydro,1,0.02219974633798036
2,VEV_4500,hydro_leads_voucher,2,-0.011483616639921842
2,VEV_4500,voucher_leads_hydro,2,-0.009618342433634342
2,VEV_4500,hydro_leads_voucher,5,-0.010913515817387824
2,VEV_4500,voucher_leads_hydro,5,0.007581444866727989
2,VEV_4500,hydro_leads_voucher,10,0.013239400740984964
2,VEV_4500,voucher_leads_hydro,10,-0.002714944440043694
2,VEV_4500,hydro_leads_voucher,20,-0.006934131112013162
2,VEV_4500,voucher_leads_hydro,20,-0.0014413154303001179
2,VEV_4500,hydro_leads_voucher,50,-0.005080310381200132
2,VEV_4500,voucher_leads_hydro,50,0.009182056581367044
2,VEV_4500,hydro_leads_voucher,100,-0.006431160542121606
2,VEV_4500,voucher_leads_hydro,100,-0.0016666612740450636
2,VEV_5000,same_tick,0,0.004764398796762073
2,VEV_5000,hydro_leads_voucher,1,-0.005415685399137786
2,VEV_5000,voucher_leads_hydro,1,0.017268916152468748
2,VEV_5000,hydro_leads_voucher,2,-0.007054628518034567
2,VEV_5000,voucher_leads_hydro,2,-0.007077226276628222
2,VEV_5000,hydro_leads_voucher,5,-0.005987130830390673
2,VEV_5000,voucher_leads_hydro,5,-0.0008951857714620039
2,VEV_5000,hydro_leads_voucher,10,0.0012202807830120966
2,VEV_5000,voucher_leads_hydro,10,-0.0038139711629213134
2,VEV_5000,hydro_leads_voucher,20,-0.008683067968982532
2,VEV_5000,voucher_leads_hydro,20,-0.0033509964979696696
2,VEV_5000,hydro_leads_voucher,50,-0.0066912599227854745
2,VEV_5000,voucher_leads_hydro,50,0.0035013629622023686
2,VEV_5000,hydro_leads_voucher,100,-0.007846333567278783
2,VEV_5000,voucher_leads_hydro,100,0.00278121608806887
2,VEV_5100,same_tick,0,-0.000261385889012982
2,VEV_5100,hydro_leads_voucher,1,-0.002916219661744734
2,VEV_5100,voucher_leads_hydro,1,0.02598258297066395
2,VEV_5100,hydro_leads_voucher,2,-0.012227454498054059
2,VEV_5100,voucher_leads_hydro,2,-0.015861393098146482
2,VEV_5100,hydro_leads_voucher,5,0.00027470119144548736
2,VEV_5100,voucher_leads_hydro,5,0.009915846631754495
2,VEV_5100,hydro_leads_voucher,10,0.00612242373936581
2,VEV_5100,voucher_leads_hydro,10,-0.008309352948785261
2,VEV_5100,hydro_leads_voucher,20,-0.009284900256148872
2,VEV_5100,voucher_leads_hydro,20,-0.008095029113478432
2,VEV_5100,hydro_leads_voucher,50,-0.003522499965307762
2,VEV_5100,voucher_leads_hydro,50,0.003679006886207496
2,VEV_5100,hydro_leads_voucher,100,-0.006533610203360073
2,VEV_5100,voucher_leads_hydro,100,0.00656925510002092
2,VEV_5200,same_tick,0,0.006166001787949065
2,VEV_5200,hydro_leads_voucher,1,-0.010927950960548343
2,VEV_5200,voucher_leads_hydro,1,0.032998986559298116
2,VEV_5200,hydro_leads_voucher,2,-0.01188736597687506
2,VEV_5200,voucher_leads_hydro,2,-0.014697512537143612
2,VEV_5200,hydro_leads_voucher,5,-0.012088799237402125
2,VEV_5200,voucher_leads_hydro,5,-0.0037378132905963543
2,VEV_5200,hydro_leads_voucher,10,0.0010581652150403957
2,VEV_5200,voucher_leads_hydro,10,-0.0031263238191171264
2,VEV_5200,hydro_leads_voucher,20,-0.007681683182518963
2,VEV_5200,voucher_leads_hydro,20,-0.01623271736467343
2,VEV_5200,hydro_leads_voucher,50,-0.010270827103564785
2,VEV_5200,voucher_leads_hydro,50,0.0028247691615898517
2,VEV_5200,hydro_leads_voucher,100,-0.006732710571170344
2,VEV_5200,voucher_leads_hydro,100,-0.010790318544310982
2,VEV_5300,same_tick,0,0.008275520796462455
2,VEV_5300,hydro_leads_voucher,1,-0.011943176824954896
2,VEV_5300,voucher_leads_hydro,1,0.01879101639462699
2,VEV_5300,hydro_leads_voucher,2,-0.002812956994080216
2,VEV_5300,voucher_leads_hydro,2,-0.00657094221114021
2,VEV_5300,hydro_leads_voucher,5,-0.004543751571164746
2,VEV_5300,voucher_leads_hydro,5,-0.014003154477787596
2,VEV_5300,hydro_leads_voucher,10,0.00895040819695586
2,VEV_5300,voucher_leads_hydro,10,-0.006577415911795334
2,VEV_5300,hydro_leads_voucher,20,-0.005748782209989742
2,VEV_5300,voucher_leads_hydro,20,-0.005612030120723921
2,VEV_5300,hydro_leads_voucher,50,-0.001830285610623064
2,VEV_5300,voucher_leads_hydro,50,-0.00034736895151276547
2,VEV_5300,hydro_leads_voucher,100,-0.009286070350565778
2,VEV_5300,voucher_leads_hydro,100,-0.00968525459830409
2,VEV_5400,same_tick,0,0.008094591598938461
2,VEV_5400,hydro_leads_voucher,1,-0.0065714431494103935
2,VEV_5400,voucher_leads_hydro,1,0.013406519112402253
2,VEV_5400,hydro_leads_voucher,2,-0.007398444307906387
2,VEV_5400,voucher_leads_hydro,2,0.0013929943506121008
2,VEV_5400,hydro_leads_voucher,5,-0.01432138238678664
2,VEV_5400,voucher_leads_hydro,5,0.002264139255940637
2,VEV_5400,hydro_leads_voucher,10,-0.0006098357259323909
2,VEV_5400,voucher_leads_hydro,10,0.008976150257963817
2,VEV_5400,hydro_leads_voucher,20,-0.009802097883572926
2,VEV_5400,voucher_leads_hydro,20,0.007022279155223956
2,VEV_5400,hydro_leads_voucher,50,-0.012188629553188295
2,VEV_5400,voucher_leads_hydro,50,0.0015750560226621179
2,VEV_5400,hydro_leads_voucher,100,0.0005709197475427243
2,VEV_5400,voucher_leads_hydro,100,0.00853302449946904
2,VEV_5500,same_tick,0,-0.008828199359263622
2,VEV_5500,hydro_leads_voucher,1,-0.0074380224499669655
2,VEV_5500,voucher_leads_hydro,1,-0.013138161431899746
2,VEV_5500,hydro_leads_voucher,2,0.01244316517103729
2,VEV_5500,voucher_leads_hydro,2,0.014048324632204146
2,VEV_5500,hydro_leads_voucher,5,-0.004796787463502417
2,VEV_5500,voucher_leads_hydro,5,0.00501118184334959
2,VEV_5500,hydro_leads_voucher,10,-0.00924772161552596
2,VEV_5500,voucher_leads_hydro,10,-0.010443154161675825
2,VEV_5500,hydro_leads_voucher,20,-0.0015300677622440114
2,VEV_5500,voucher_leads_hydro,20,-0.0025083632399100432
2,VEV_5500,hydro_leads_voucher,50,0.002656261943331284
2,VEV_5500,voucher_leads_hydro,50,0.002939391567579714
2,VEV_5500,hydro_leads_voucher,100,0.006954937839858946
2,VEV_5500,voucher_leads_hydro,100,-0.009426460333407268
2,VEV_6000,same_tick,0,
2,VEV_6000,hydro_leads_voucher,1,
2,VEV_6000,voucher_leads_hydro,1,
2,VEV_6000,hydro_leads_voucher,2,
2,VEV_6000,voucher_leads_hydro,2,
2,VEV_6000,hydro_leads_voucher,5,
2,VEV_6000,voucher_leads_hydro,5,
2,VEV_6000,hydro_leads_voucher,10,
2,VEV_6000,voucher_leads_hydro,10,
2,VEV_6000,hydro_leads_voucher,20,
2,VEV_6000,voucher_leads_hydro,20,
2,VEV_6000,hydro_leads_voucher,50,
2,VEV_6000,voucher_leads_hydro,50,
2,VEV_6000,hydro_leads_voucher,100,
2,VEV_6000,voucher_leads_hydro,100,
2,VEV_6500,same_tick,0,
2,VEV_6500,hydro_leads_voucher,1,
2,VEV_6500,voucher_leads_hydro,1,
2,VEV_6500,hydro_leads_voucher,2,
2,VEV_6500,voucher_leads_hydro,2,
2,VEV_6500,hydro_leads_voucher,5,
2,VEV_6500,voucher_leads_hydro,5,
2,VEV_6500,hydro_leads_voucher,10,
2,VEV_6500,voucher_leads_hydro,10,
2,VEV_6500,hydro_leads_voucher,20,
2,VEV_6500,voucher_leads_hydro,20,
2,VEV_6500,hydro_leads_voucher,50,
2,VEV_6500,voucher_leads_hydro,50,
2,VEV_6500,hydro_leads_voucher,100,
2,VEV_6500,voucher_leads_hydro,100,
3,VEV_4000,same_tick,0,-0.0010030788761652256
3,VEV_4000,hydro_leads_voucher,1,-0.007701653290214518
3,VEV_4000,voucher_leads_hydro,1,-0.0033100678380227873
3,VEV_4000,hydro_leads_voucher,2,0.002133678743168494
3,VEV_4000,voucher_leads_hydro,2,0.002427052077884724
3,VEV_4000,hydro_leads_voucher,5,-0.0024403140936499123
3,VEV_4000,voucher_leads_hydro,5,-0.004783343060900499
3,VEV_4000,hydro_leads_voucher,10,-0.01767765585350145
3,VEV_4000,voucher_leads_hydro,10,-0.006659973230790585
3,VEV_4000,hydro_leads_voucher,20,-0.017384346363262644
3,VEV_4000,voucher_leads_hydro,20,0.0035947813014272348
3,VEV_4000,hydro_leads_voucher,50,0.017339400934847496
3,VEV_4000,voucher_leads_hydro,50,-0.002040636193148095
3,VEV_4000,hydro_leads_voucher,100,-0.019072064072792716
3,VEV_4000,voucher_leads_hydro,100,0.00360399354843324
3,VEV_4500,same_tick,0,0.0005029105855393988
3,VEV_4500,hydro_leads_voucher,1,-0.01154299120725411
3,VEV_4500,voucher_leads_hydro,1,-0.0006973497148118997
3,VEV_4500,hydro_leads_voucher,2,0.004648442008822407
3,VEV_4500,voucher_leads_hydro,2,-0.0031849633848533934
3,VEV_4500,hydro_leads_voucher,5,-0.002413625431493077
3,VEV_4500,voucher_leads_hydro,5,-0.007597088164023129
3,VEV_4500,hydro_leads_voucher,10,-0.008973064900938337
3,VEV_4500,voucher_leads_hydro,10,-0.008008677616439886
3,VEV_4500,hydro_leads_voucher,20,-0.012155344785394897
3,VEV_4500,voucher_leads_hydro,20,0.0016804609953354661
3,VEV_4500,hydro_leads_voucher,50,0.016778408453825378
3,VEV_4500,voucher_leads_hydro,50,-0.0012852238206125146
3,VEV_4500,hydro_leads_voucher,100,-0.016856706847032974
3,VEV_4500,voucher_leads_hydro,100,0.00849046128479485
3,VEV_5000,same_tick,0,-0.005288324715571353
3,VEV_5000,hydro_leads_voucher,1,-0.006524273922464075
3,VEV_5000,voucher_leads_hydro,1,-0.0060127917077971785
3,VEV_5000,hydro_leads_voucher,2,0.001900506405956342
3,VEV_5000,voucher_leads_hydro,2,0.001865845418790531
3,VEV_5000,hydro_leads_voucher,5,-0.0018135430220129554
3,VEV_5000,voucher_leads_hydro,5,-0.007362337272582915
3,VEV_5000,hydro_leads_voucher,10,-0.010274937819657355
3,VEV_5000,voucher_leads_hydro,10,-0.014389408365581172
3,VEV_5000,hydro_leads_voucher,20,0.0003849786290690793
3,VEV_5000,voucher_leads_hydro,20,0.006012007184469538
3,VEV_5000,hydro_leads_voucher,50,0.009339969468272508
3,VEV_5000,voucher_leads_hydro,50,-0.00452209131707772
3,VEV_5000,hydro_leads_voucher,100,-0.010319629201952491
3,VEV_5000,voucher_leads_hydro,100,0.007289373807789194
3,VEV_5100,same_tick,0,-0.005314039572389959
3,VEV_5100,hydro_leads_voucher,1,-0.0034629115656232274
3,VEV_5100,voucher_leads_hydro,1,-0.0009153412954562203
3,VEV_5100,hydro_leads_voucher,2,0.0037674750769517143
3,VEV_5100,voucher_leads_hydro,2,-0.010741866174940974
3,VEV_5100,hydro_leads_voucher,5,-0.005278003107821735
3,VEV_5100,voucher_leads_hydro,5,-0.0031537506715871005
3,VEV_5100,hydro_leads_voucher,10,-0.014884535827742521
3,VEV_5100,voucher_leads_hydro,10,-0.006230780513041048
3,VEV_5100,hydro_leads_voucher,20,-0.00512136585755742
3,VEV_5100,voucher_leads_hydro,20,0.006353608867469721
3,VEV_5100,hydro_leads_voucher,50,0.010449553147655975
3,VEV_5100,voucher_leads_hydro,50,-0.010332906357935935
3,VEV_5100,hydro_leads_voucher,100,-0.003953562225299769
3,VEV_5100,voucher_leads_hydro,100,0.008389624264446779
3,VEV_5200,same_tick,0,-0.007035669257628199
3,VEV_5200,hydro_leads_voucher,1,-0.005884021602368316
3,VEV_5200,voucher_leads_hydro,1,-0.008693914819692141
3,VEV_5200,hydro_leads_voucher,2,0.00394187804887862
3,VEV_5200,voucher_leads_hydro,2,0.003627812019053187
3,VEV_5200,hydro_leads_voucher,5,0.00366505478018315
3,VEV_5200,voucher_leads_hydro,5,-0.00583337937051385
3,VEV_5200,hydro_leads_voucher,10,-0.010226597211961631
3,VEV_5200,voucher_leads_hydro,10,-0.010657399837152403
3,VEV_5200,hydro_leads_voucher,20,-0.009866976489465135
3,VEV_5200,voucher_leads_hydro,20,-0.001823014089517148
3,VEV_5200,hydro_leads_voucher,50,0.014420194119943662
3,VEV_5200,voucher_leads_hydro,50,-0.010836004823923787
3,VEV_5200,hydro_leads_voucher,100,-0.0042318180761463315
3,VEV_5200,voucher_leads_hydro,100,0.01016972091988771
3,VEV_5300,same_tick,0,-0.014343353591531601
3,VEV_5300,hydro_leads_voucher,1,-0.00984640495567453
3,VEV_5300,voucher_leads_hydro,1,-0.0005023195013248641
3,VEV_5300,hydro_leads_voucher,2,0.01305356675700931
3,VEV_5300,voucher_leads_hydro,2,0.000629171666968849
3,VEV_5300,hydro_leads_voucher,5,-0.01635228089446437
3,VEV_5300,voucher_leads_hydro,5,-0.007214057993494129
3,VEV_5300,hydro_leads_voucher,10,-0.0204003113143345
3,VEV_5300,voucher_leads_hydro,10,-0.006268447886998415
3,VEV_5300,hydro_leads_voucher,20,0.0017401202887695165
3,VEV_5300,voucher_leads_hydro,20,0.005931020304264567
3,VEV_5300,hydro_leads_voucher,50,0.011308750850286107
3,VEV_5300,voucher_leads_hydro,50,-0.0038990348391663085
3,VEV_5300,hydro_leads_voucher,100,-0.012236061986771928
3,VEV_5300,voucher_leads_hydro,100,0.00938674058575468
3,VEV_5400,same_tick,0,0.007083728252243395
3,VEV_5400,hydro_leads_voucher,1,-0.0011662308061235382
3,VEV_5400,voucher_leads_hydro,1,-0.012250531362251564
3,VEV_5400,hydro_leads_voucher,2,-0.012857890537987917
3,VEV_5400,voucher_leads_hydro,2,0.0015668841902847842
3,VEV_5400,hydro_leads_voucher,5,0.002480022641623811
3,VEV_5400,voucher_leads_hydro,5,-0.013113909908532898
3,VEV_5400,hydro_leads_voucher,10,-0.0032465523857238246
3,VEV_5400,voucher_leads_hydro,10,-0.010533993466254278
3,VEV_5400,hydro_leads_voucher,20,-0.0014223086069607576
3,VEV_5400,voucher_leads_hydro,20,-0.00938182682096478
3,VEV_5400,hydro_leads_voucher,50,-0.0010208929447317594
3,VEV_5400,voucher_leads_hydro,50,0.0048333297739596055
3,VEV_5400,hydro_leads_voucher,100,0.0033849581013244757
3,VEV_5400,voucher_leads_hydro,100,-0.0057907678600254255
3,VEV_5500,same_tick,0,0.013841577711495256
3,VEV_5500,hydro_leads_voucher,1,-0.021847270087511653
3,VEV_5500,voucher_leads_hydro,1,-0.003018418806787325
3,VEV_5500,hydro_leads_voucher,2,0.0012417632987066
3,VEV_5500,voucher_leads_hydro,2,0.007629999838837404
3,VEV_5500,hydro_leads_voucher,5,0.0032881643210940755
3,VEV_5500,voucher_leads_hydro,5,-0.007634416088391093
3,VEV_5500,hydro_leads_voucher,10,-0.013088378277516665
3,VEV_5500,voucher_leads_hydro,10,-0.014028573587297772
3,VEV_5500,hydro_leads_voucher,20,-0.004724976836996577
3,VEV_5500,voucher_leads_hydro,20,0.00017600632429249591
3,VEV_5500,hydro_leads_voucher,50,0.014987116195924712
3,VEV_5500,voucher_leads_hydro,50,0.02654851596197667
3,VEV_5500,hydro_leads_voucher,100,0.008024167956465714
3,VEV_5500,voucher_leads_hydro,100,0.0010722511659470775
3,VEV_6000,same_tick,0,
3,VEV_6000,hydro_leads_voucher,1,
3,VEV_6000,voucher_leads_hydro,1,
3,VEV_6000,hydro_leads_voucher,2,
3,VEV_6000,voucher_leads_hydro,2,
3,VEV_6000,hydro_leads_voucher,5,
3,VEV_6000,voucher_leads_hydro,5,
3,VEV_6000,hydro_leads_voucher,10,
3,VEV_6000,voucher_leads_hydro,10,
3,VEV_6000,hydro_leads_voucher,20,
3,VEV_6000,voucher_leads_hydro,20,
3,VEV_6000,hydro_leads_voucher,50,
3,VEV_6000,voucher_leads_hydro,50,
3,VEV_6000,hydro_leads_voucher,100,
3,VEV_6000,voucher_leads_hydro,100,
3,VEV_6500,same_tick,0,
3,VEV_6500,hydro_leads_voucher,1,
3,VEV_6500,voucher_leads_hydro,1,
3,VEV_6500,hydro_leads_voucher,2,
3,VEV_6500,voucher_leads_hydro,2,
3,VEV_6500,hydro_leads_voucher,5,
3,VEV_6500,voucher_leads_hydro,5,
3,VEV_6500,hydro_leads_voucher,10,
3,VEV_6500,voucher_leads_hydro,10,
3,VEV_6500,hydro_leads_voucher,20,
3,VEV_6500,voucher_leads_hydro,20,
3,VEV_6500,hydro_leads_voucher,50,
3,VEV_6500,voucher_leads_hydro,50,
3,VEV_6500,hydro_leads_voucher,100,
3,VEV_6500,voucher_leads_hydro,100,
