day,timestamp,product,buyer,seller,price,quantity,inferred_side,best_bid,best_ask,mid_price,distance_to_mid,distance_to_best_bid,distance_to_best_ask,is_new_daily_low_trade,is_new_daily_high_trade,persistence_bars,cluster_center,cluster_min,cluster_max,markout_5,markout_20,markout_50
0,203900,HYDROGEL_PACK,,,9978.0,6,BUY,9962.0,9978.0,9970.0,8.0,16.0,0.0,False,False,50,5,4,6,-3.0,-1.5,5.0
0,206200,HYDROGEL_PACK,,,9983.0,5,BUY,9967.0,9983.0,9975.0,8.0,16.0,0.0,False,False,50,5,4,6,-13.0,-11.0,12.0
0,206700,HYDROGEL_PACK,,,9962.0,5,SELL,9962.0,9978.0,9970.0,-8.0,0.0,-16.0,False,False,0,5,4,6,8.0,24.0,35.0
0,207200,HYDROGEL_PACK,,,9962.0,4,SELL,9962.0,9978.0,9970.0,-8.0,0.0,-16.0,False,False,0,5,4,6,9.0,23.0,36.0
0,207600,HYDROGEL_PACK,,,9980.0,6,BUY,9964.0,9980.0,9972.0,8.0,16.0,0.0,False,False,50,5,4,6,-6.0,5.0,16.0
0,209000,HYDROGEL_PACK,,,9989.0,5,BUY,9973.0,9989.0,9981.0,8.0,16.0,0.0,False,False,50,5,4,6,-4.0,6.0,3.0
0,218800,HYDROGEL_PACK,,,9986.0,4,BUY,9970.0,9986.0,9978.0,8.0,16.0,0.0,False,False,50,5,4,6,-3.0,5.0,8.0
0,221500,HYDROGEL_PACK,,,9986.0,3,SELL,9986.0,10002.0,9994.0,-8.0,0.0,-16.0,False,False,0,3,2,3,11.0,8.0,11.0
0,222700,HYDROGEL_PACK,,,10002.0,6,BUY,9986.0,10002.0,9994.0,8.0,16.0,0.0,False,False,0,5,4,6,-7.0,-3.0,-11.0
0,234200,HYDROGEL_PACK,,,9976.0,6,SELL,9976.0,9992.0,9984.0,-8.0,0.0,-16.0,False,False,20,5,4,6,6.0,-1.0,2.0
0,240700,HYDROGEL_PACK,,,9963.0,4,SELL,9963.0,9979.0,9971.0,-8.0,0.0,-16.0,False,False,0,5,4,6,10.0,11.0,10.0
0,243300,HYDROGEL_PACK,,,9977.0,2,BUY,9961.0,9977.0,9969.0,8.0,16.0,0.0,False,False,0,3,2,3,-2.0,-5.0,-20.0
0,247100,HYDROGEL_PACK,,,9971.0,5,BUY,9955.0,9971.0,9963.0,8.0,16.0,0.0,False,False,0,5,4,6,-11.5,-12.0,-21.0
0,247800,HYDROGEL_PACK,,,9952.0,4,SELL,9952.0,9968.0,9960.0,-8.0,0.0,-16.0,False,False,20,5,4,6,5.0,-2.0,5.0
0,248700,HYDROGEL_PACK,,,9966.0,3,BUY,9951.0,9966.0,9958.5,7.5,15.0,0.0,False,False,0,3,2,3,-7.0,-17.0,-7.0
0,256100,HYDROGEL_PACK,,,9969.0,5,BUY,9962.0,9969.0,9965.5,3.5,7.0,0.0,False,False,50,5,4,6,3.0,17.0,22.0
0,260100,HYDROGEL_PACK,,,9999.0,2,BUY,9983.0,9999.0,9991.0,8.0,16.0,0.0,False,False,50,3,2,3,-4.0,4.0,1.0
0,261500,HYDROGEL_PACK,,,10009.0,5,BUY,9993.0,10009.0,10001.0,8.0,16.0,0.0,False,False,0,5,4,6,-7.0,-11.0,-6.0
0,263700,HYDROGEL_PACK,,,9989.0,3,SELL,9989.0,10005.0,9997.0,-8.0,0.0,-16.0,False,False,0,3,2,3,4.0,11.0,12.0
0,266800,HYDROGEL_PACK,,,9993.0,6,SELL,9993.0,10009.0,10001.0,-8.0,0.0,-16.0,False,False,50,5,4,6,5.0,7.0,-1.0
0,273500,HYDROGEL_PACK,,,9995.0,4,BUY,9979.0,9995.0,9987.0,8.0,16.0,0.0,False,False,50,5,4,6,-11.0,-14.0,1.0
0,278200,HYDROGEL_PACK,,,9997.0,5,BUY,9981.0,9997.0,9989.0,8.0,16.0,0.0,False,False,5,5,4,6,2.0,-13.0,-23.0
0,278600,HYDROGEL_PACK,,,9991.0,4,SELL,9991.0,10007.0,9999.0,-8.0,0.0,-16.0,False,False,50,5,4,6,5.0,-9.0,-12.0
0,280000,HYDROGEL_PACK,,,9991.0,3,BUY,9976.0,9991.0,9983.5,7.5,15.0,0.0,False,False,0,3,2,3,-10.0,-11.0,-20.0
0,281500,HYDROGEL_PACK,,,9973.0,5,SELL,9973.0,9989.0,9981.0,-8.0,0.0,-16.0,False,False,50,5,4,6,7.0,5.0,-2.0
0,283800,HYDROGEL_PACK,,,9990.0,2,BUY,9974.0,9990.0,9982.0,8.0,16.0,0.0,False,False,0,3,2,3,-12.0,-16.0,-12.0
0,284700,HYDROGEL_PACK,,,9979.0,2,BUY,9963.0,9979.0,9971.0,8.0,16.0,0.0,False,False,50,3,2,3,-5.0,-10.0,4.0
0,287600,HYDROGEL_PACK,,,9980.0,6,BUY,9964.0,9980.0,9972.0,8.0,16.0,0.0,False,False,50,5,4,6,-2.0,8.5,16.0
0,287700,HYDROGEL_PACK,,,9984.0,3,BUY,9968.0,9984.0,9976.0,8.0,16.0,0.0,False,False,50,3,2,3,-2.0,-1.0,16.0
0,290600,HYDROGEL_PACK,,,9981.0,2,SELL,9981.0,9997.0,9989.0,-8.0,0.0,-16.0,False,False,0,3,2,3,8.0,15.0,23.0
0,290800,HYDROGEL_PACK,,,9998.0,5,BUY,9982.0,9998.0,9990.0,8.0,16.0,0.0,False,False,50,5,4,6,-8.0,1.0,5.0
0,294900,HYDROGEL_PACK,,,10006.0,6,BUY,9990.0,10006.0,9998.0,8.0,16.0,0.0,False,False,50,5,4,6,-7.0,-7.0,8.0
0,298700,HYDROGEL_PACK,,,10003.0,4,SELL,10003.0,10019.0,10011.0,-8.0,0.0,-16.0,False,False,0,5,4,6,12.0,8.0,4.0
0,305800,HYDROGEL_PACK,,,10020.0,2,BUY,10004.0,10020.0,10012.0,8.0,16.0,0.0,False,False,50,3,2,3,-2.0,4.0,1.0
0,310200,HYDROGEL_PACK,,,10016.0,2,SELL,10016.0,10032.0,10024.0,-8.0,0.0,-16.0,False,False,50,3,2,3,5.0,3.0,-5.0
0,311500,HYDROGEL_PACK,,,10027.0,5,BUY,10011.0,10027.0,10019.0,8.0,16.0,0.0,False,True,0,5,4,6,-11.0,-13.0,-4.0
0,313400,HYDROGEL_PACK,,,10023.0,5,BUY,10007.0,10023.0,10015.0,8.0,16.0,0.0,False,False,0,5,4,6,-12.0,-8.0,-2.0
0,318700,HYDROGEL_PACK,,,10014.0,6,SELL,10014.0,10030.0,10022.0,-8.0,0.0,-16.0,False,False,0,5,4,6,6.0,8.0,10.0
0,320900,HYDROGEL_PACK,,,10034.0,4,BUY,10018.0,10034.0,10026.0,8.0,16.0,0.0,False,True,0,5,4,6,-11.0,-16.5,-7.0
0,321200,HYDROGEL_PACK,,,10009.0,4,SELL,10009.0,10025.0,10017.0,-8.0,0.0,-16.0,False,False,0,5,4,6,11.0,14.0,14.0
0,330900,HYDROGEL_PACK,,,10040.0,3,BUY,10024.0,10040.0,10032.0,8.0,16.0,0.0,False,True,50,3,2,3,-7.0,1.0,3.0
0,331400,HYDROGEL_PACK,,,10025.0,2,SELL,10025.0,10041.0,10033.0,-8.0,0.0,-16.0,False,False,0,3,2,3,14.0,12.0,16.0
0,332700,HYDROGEL_PACK,,,10030.0,6,SELL,10030.0,10046.0,10038.0,-8.0,0.0,-16.0,False,False,0,5,4,6,9.0,8.0,10.0
0,335000,HYDROGEL_PACK,,,10047.0,5,BUY,10031.0,10047.0,10039.0,8.0,16.0,0.0,False,True,0,5,4,6,-5.0,-5.0,-11.0
0,335300,HYDROGEL_PACK,,,10048.0,4,BUY,10032.0,10048.0,10040.0,8.0,16.0,0.0,False,True,0,5,4,6,-5.0,-10.0,-15.0
0,335400,HYDROGEL_PACK,,,10048.0,4,BUY,10032.0,10048.0,10040.0,8.0,16.0,0.0,False,False,0,5,4,6,-5.0,-8.5,-18.0
0,336800,HYDROGEL_PACK,,,10034.0,5,SELL,10034.0,10050.0,10042.0,-8.0,0.0,-16.0,False,False,50,5,4,6,4.0,1.0,-13.0
0,340000,HYDROGEL_PACK,,,10028.0,6,SELL,10028.0,10044.0,10036.0,-8.0,0.0,-16.0,False,False,50,5,4,6,1.5,-9.0,-5.0
0,345000,HYDROGEL_PACK,,,10015.0,4,SELL,10015.0,10031.0,10023.0,-8.0,0.0,-16.0,False,False,50,5,4,6,11.0,-2.0,-8.0
0,358200,HYDROGEL_PACK,,,9994.0,6,SELL,9994.0,10010.0,10002.0,-8.0,0.0,-16.0,False,False,0,5,4,6,6.0,21.0,19.0
0,363700,HYDROGEL_PACK,,,10022.0,5,BUY,10006.0,10022.0,10014.0,8.0,16.0,0.0,False,False,50,5,4,6,-5.0,3.0,21.0
0,366900,HYDROGEL_PACK,,,10045.0,5,BUY,10029.0,10045.0,10037.0,8.0,16.0,0.0,False,False,0,5,4,6,-3.0,-4.5,-2.5
0,367000,HYDROGEL_PACK,,,10042.0,5,BUY,10026.0,10042.0,10034.0,8.0,16.0,0.0,False,False,50,5,4,6,-2.0,5.0,4.0
0,370400,HYDROGEL_PACK,,,10047.0,2,BUY,10031.0,10047.0,10039.0,8.0,16.0,0.0,False,False,50,3,2,3,-8.0,1.0,2.0
0,370600,HYDROGEL_PACK,,,10031.0,4,SELL,10031.0,10047.0,10039.0,-8.0,0.0,-16.0,False,False,0,5,4,6,8.0,15.0,24.0
0,373300,HYDROGEL_PACK,,,10054.0,2,BUY,10038.0,10054.0,10046.0,8.0,16.0,0.0,False,True,50,3,2,3,-8.0,-6.0,5.0
0,380500,HYDROGEL_PACK,,,10043.0,4,SELL,10043.0,10059.0,10051.0,-8.0,0.0,-16.0,False,False,50,5,4,6,3.0,0.0,-9.0
0,381400,HYDROGEL_PACK,,,10035.0,4,SELL,10035.0,10051.0,10043.0,-8.0,0.0,-16.0,False,False,50,5,4,6,14.5,6.0,-10.0
0,383100,HYDROGEL_PACK,,,10033.0,6,SELL,10033.0,10049.0,10041.0,-8.0,0.0,-16.0,False,False,50,5,4,6,7.0,1.0,-22.0
0,389800,HYDROGEL_PACK,,,10018.0,4,BUY,10002.0,10018.0,10010.0,8.0,16.0,0.0,False,False,50,5,4,6,-8.0,-11.0,8.0
0,390400,HYDROGEL_PACK,,,10003.0,6,SELL,10003.0,10019.0,10011.0,-8.0,0.0,-16.0,False,False,0,5,4,6,3.0,1.0,23.0
0,402000,HYDROGEL_PACK,,,10016.0,4,BUY,10000.0,10016.0,10008.0,8.0,16.0,0.0,False,False,0,5,4,6,-14.0,-16.0,-26.0
0,405600,HYDROGEL_PACK,,,9999.0,5,BUY,9983.0,9999.0,9991.0,8.0,16.0,0.0,False,False,0,5,4,6,-9.0,-7.0,-18.0
0,410500,HYDROGEL_PACK,,,9990.0,3,BUY,9974.0,9990.0,9982.0,8.0,16.0,0.0,False,False,0,3,2,3,-11.0,-12.0,-14.0
0,414600,HYDROGEL_PACK,,,9993.0,2,BUY,9977.0,9993.0,9985.0,8.0,16.0,0.0,False,False,0,3,2,3,-17.0,-21.0,-29.0
0,416400,HYDROGEL_PACK,,,9964.0,5,SELL,9964.0,9980.0,9972.0,-8.0,0.0,-16.0,False,False,20,5,4,6,6.0,-6.0,11.0
0,417000,HYDROGEL_PACK,,,9978.0,6,BUY,9962.0,9978.0,9970.0,8.0,16.0,0.0,False,False,0,5,4,6,-14.0,-13.0,-7.0
0,417100,HYDROGEL_PACK,,,9977.0,2,BUY,9961.0,9977.0,9969.0,8.0,16.0,0.0,False,False,0,3,2,3,-10.0,-11.0,-5.0
0,422900,HYDROGEL_PACK,,,9977.0,4,BUY,9961.0,9977.0,9969.0,8.0,16.0,0.0,False,False,50,5,4,6,-10.0,4.5,16.0
0,425600,HYDROGEL_PACK,,,9994.0,2,BUY,9978.0,9994.0,9986.0,8.0,16.0,0.0,False,False,0,3,2,3,-11.0,-3.0,-1.0
0,428300,HYDROGEL_PACK,,,10001.0,5,BUY,9985.0,10001.0,9993.0,8.0,16.0,0.0,False,False,0,5,4,6,-8.0,-14.0,-35.0
0,429100,HYDROGEL_PACK,,,9979.0,3,SELL,9979.0,9995.0,9987.0,-8.0,0.0,-16.0,False,False,50,3,2,3,8.0,16.0,-5.0
0,435200,HYDROGEL_PACK,,,9978.0,6,BUY,9962.0,9978.0,9970.0,8.0,16.0,0.0,False,False,0,5,4,6,-4.0,-8.5,-1.0
0,436500,HYDROGEL_PACK,,,9985.0,3,BUY,9969.0,9985.0,9977.0,8.0,16.0,0.0,False,False,0,3,2,3,-7.0,-16.0,-17.0
0,443900,HYDROGEL_PACK,,,9966.0,5,BUY,9950.0,9966.0,9958.0,8.0,16.0,0.0,False,False,0,5,4,6,-9.0,-10.0,-13.0
0,446300,HYDROGEL_PACK,,,9960.0,3,BUY,9944.0,9960.0,9952.0,8.0,16.0,0.0,False,False,50,3,2,3,-7.0,-11.0,6.0
0,447400,HYDROGEL_PACK,,,9944.0,5,SELL,9944.0,9960.0,9952.0,-8.0,0.0,-16.0,False,False,5,5,4,6,-1.0,5.0,33.0
0,448000,HYDROGEL_PACK,,,9951.0,4,BUY,9935.0,9951.0,9943.0,8.0,16.0,0.0,False,False,50,5,4,6,2.0,13.0,22.0
0,455100,HYDROGEL_PACK,,,9962.0,5,SELL,9962.0,9978.0,9970.0,-8.0,0.0,-16.0,False,False,20,5,4,6,2.0,-3.0,11.0
0,460000,HYDROGEL_PACK,,,9979.0,6,BUY,9963.0,9979.0,9971.0,8.0,16.0,0.0,False,False,0,5,4,6,-10.0,-12.0,-10.0
0,460100,HYDROGEL_PACK,,,9981.0,3,BUY,9965.0,9981.0,9973.0,8.0,16.0,0.0,False,False,0,3,2,3,-12.0,-19.0,-11.0
0,462900,HYDROGEL_PACK,,,9977.0,5,BUY,9961.0,9977.0,9969.0,8.0,16.0,0.0,False,False,0,5,4,6,-14.0,-6.0,-2.0
0,463000,HYDROGEL_PACK,,,9974.0,3,BUY,9958.0,9974.0,9966.0,8.0,16.0,0.0,False,False,0,3,2,3,-10.5,-5.0,-1.0
0,467600,HYDROGEL_PACK,,,9966.0,3,SELL,9966.0,9982.0,9974.0,-8.0,0.0,-16.0,False,False,0,3,2,3,6.0,17.0,3.0
0,471700,HYDROGEL_PACK,,,9980.0,3,BUY,9965.0,9980.0,9972.5,7.5,15.0,0.0,False,False,0,3,2,3,-8.0,-15.0,-32.0
0,473100,HYDROGEL_PACK,,,9970.0,3,BUY,9954.0,9970.0,9962.0,8.0,16.0,0.0,False,False,0,3,2,3,-14.5,-13.0,-22.0
0,474900,HYDROGEL_PACK,,,9964.0,5,BUY,9948.0,9964.0,9956.0,8.0,16.0,0.0,False,False,0,5,4,6,-6.0,-17.0,-17.0
0,476200,HYDROGEL_PACK,,,9957.0,4,BUY,9941.0,9957.0,9949.0,8.0,16.0,0.0,False,False,0,5,4,6,-9.0,-8.0,-12.0
0,477700,HYDROGEL_PACK,,,9958.0,5,BUY,9942.0,9958.0,9950.0,8.0,16.0,0.0,False,False,0,5,4,6,-9.0,-9.0,-14.5
0,481600,HYDROGEL_PACK,,,9956.0,3,BUY,9940.0,9956.0,9948.0,8.0,16.0,0.0,False,False,0,3,2,3,-21.0,-24.0,-11.0
0,487500,HYDROGEL_PACK,,,9959.0,4,BUY,9943.0,9959.0,9951.0,8.0,16.0,0.0,False,False,50,5,4,6,-8.0,1.0,12.0
0,489700,HYDROGEL_PACK,,,9956.0,6,SELL,9956.0,9972.0,9964.0,-8.0,0.0,-16.0,False,False,0,5,4,6,9.0,10.0,19.0
0,489900,HYDROGEL_PACK,,,9955.0,6,SELL,9955.0,9971.0,9963.0,-8.0,0.0,-16.0,False,False,0,5,4,6,7.0,14.0,23.0
0,493600,HYDROGEL_PACK,,,9982.0,2,BUY,9966.0,9982.0,9974.0,8.0,16.0,0.0,False,False,0,3,2,3,-4.5,-7.0,-6.0
0,496300,HYDROGEL_PACK,,,9973.0,4,SELL,9973.0,9989.0,9981.0,-8.0,0.0,-16.0,False,False,0,5,4,6,6.0,0.0,6.0
0,497200,HYDROGEL_PACK,,,9971.0,5,SELL,9971.0,9987.0,9979.0,-8.0,0.0,-16.0,False,False,0,5,4,6,0.0,17.0,3.0
0,498200,HYDROGEL_PACK,,,9963.0,5,SELL,9963.0,9979.0,9971.0,-8.0,0.0,-16.0,False,False,0,5,4,6,17.0,17.0,16.0
0,499600,HYDROGEL_PACK,,,9979.0,6,SELL,9979.0,9995.0,9987.0,-8.0,0.0,-16.0,False,False,50,5,4,6,4.0,-2.0,-14.0
0,501400,HYDROGEL_PACK,,,9986.0,5,BUY,9970.0,9986.0,9978.0,8.0,16.0,0.0,False,False,0,5,4,6,-11.0,-7.0,-16.0
0,501600,HYDROGEL_PACK,,,9985.0,6,BUY,9969.0,9985.0,9977.0,8.0,16.0,0.0,False,False,0,5,4,6,-12.0,-7.0,-16.0
0,502000,HYDROGEL_PACK,,,9983.0,3,BUY,9967.0,9983.0,9975.0,8.0,16.0,0.0,False,False,0,3,2,3,-7.0,-9.0,-21.0
0,510900,HYDROGEL_PACK,,,9939.0,4,SELL,9939.0,9955.0,9947.0,-8.0,0.0,-16.0,False,False,0,5,4,6,8.0,5.0,4.0
0,515600,HYDROGEL_PACK,,,9931.0,5,SELL,9931.0,9947.0,9939.0,-8.0,0.0,-16.0,False,False,0,5,4,6,12.5,13.0,23.0
0,516300,HYDROGEL_PACK,,,9937.0,5,SELL,9937.0,9953.0,9945.0,-8.0,0.0,-16.0,False,False,0,5,4,6,7.0,7.0,21.0
0,517900,HYDROGEL_PACK,,,9954.0,3,BUY,9938.0,9954.0,9946.0,8.0,16.0,0.0,False,False,50,3,2,3,-8.0,-1.0,16.0
0,518000,HYDROGEL_PACK,,,9936.0,5,SELL,9936.0,9952.0,9944.0,-8.0,0.0,-16.0,False,False,0,5,4,6,9.0,16.0,34.0
0,521400,HYDROGEL_PACK,,,9965.0,6,BUY,9949.0,9965.0,9957.0,8.0,16.0,0.0,False,False,50,5,4,6,-1.5,5.0,17.0
0,522300,HYDROGEL_PACK,,,9971.0,6,BUY,9955.0,9971.0,9963.0,8.0,16.0,0.0,False,False,50,5,4,6,-1.0,4.0,7.0
