timestamp;buyer;seller;symbol;currency;price;quantity
86800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
86800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;10
89000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;4
89200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;2
92000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;3
95900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;3
96400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;3
96500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;3
97200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;2
97500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;6
97600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;6
101100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;3
102000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;7
102000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;1
102700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;3
105500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;3
111300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;3
112200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;2
113900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;5
116600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;8
116900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;3
119700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;7
120700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;5
120800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;5
122200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;7
123200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;8
128900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;3
129800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;5
131600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;8
132200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;5
132300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
134100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;2
137400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;7
139000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;7
139100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;2
139200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
139900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;6
141800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;7
145300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;3
146500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
146700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;3
148600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;3
150900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;3
151400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;6
153700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;5
153800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;5
154100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;5
154800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;4
161400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;3
166700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10015;6
167300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;8
167900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10013;4
168000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
169500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;8
169500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;5
169800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10006;3
171200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;3
172200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;2
173400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;2
174200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;8
176000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10005;2
176700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;8
177500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;2
186800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;5
186900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;5
187900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10008;2
188200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;4
189500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;3
191200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;10
191300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;2
192200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10006;2
192800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;3
193800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;3
194000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
194400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;4
197200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;4
197500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10007;3
198500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10013;2
200100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10007;5
202000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;2
202600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;4
204900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;9
205800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;3
206400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
209000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;5
209800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;9
210100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;3
211000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;8
212000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;7
212300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;2
213500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;5
213900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
214400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;8
214600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;6
215100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;8
216100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;4
216300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;8
219100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;5
219600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;4
222800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;2
223400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;2
223700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;7
224700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;7
226400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;5
227400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;8
230100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;4
230600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;7
233600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9991;7
234200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9990;6
235100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;6
235800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;5
235900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;2
238200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;8
239000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;6
242100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;3
243700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;4
246200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9987;3
248200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;5
249400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;6
251000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;4
251600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9991;4
251900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;3
253600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9986;3
255300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;8
255500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;8
255700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;4
256000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;5
256100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
258200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;3
258400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9993;4
258500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9989;9
259800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9995;4
260800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9996;3
261600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;8
261700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;8
262400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10006;10
264100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9997;5
266100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
266300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;3
267000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;5
267400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;3
272000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10013;3
273000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;6
274000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;3
274600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;2
275200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;6
276900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
280600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
281300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;2
282000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
282800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;8
284800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;2
285700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;10
289600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
292000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9992;7
293700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;4
295400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10007;10
295500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;3
296100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;8
297100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;5
297500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
297900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10002;6
298500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;6
299300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10005;6
299400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;8
299900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9997;4
301700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
302600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;2
303200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;8
304400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;8
305000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;4
307300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;4
308900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
309000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;8
309200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;5
309900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
310100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;8
310900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9998;5
311500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;10
313100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;5
315300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
315400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;3
318400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
318600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;5
320400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10014;7
321800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;10
323000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
323700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;6
324200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;2
325600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
327300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;5
328200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;4
329500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;4
329900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;2
330800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;7
332900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;5
333500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;8
335800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;10
335900;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;3
337100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;8
337400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;4
340500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;4
342900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;9
345600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;4
349400;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
350000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;3
351300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
351800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;5
352200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;4
353800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10003;8
357100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;2
360400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10004;3
362500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;2
365700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;8
366200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;5
366200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;7
366300;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;2
368200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10003;3
368900;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;8
369000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
373400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;6
373700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
374600;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;7
376000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;2
376100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;5
379400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;5
379500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;9
379800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9996;8
380200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;5
380400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;6
383000;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10002;4
383300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10008;8
384100;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;3
384800;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;7
387800;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9998;4
388200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;10
388500;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;7
389500;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;2
391700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;9999;3
392200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;4
393600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10001;3
394100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10004;8
394700;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10000;3
396400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9999;7
397400;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;6
398600;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;9
399300;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10010;5
401200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10011;5
401700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10001;5
402700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;10000;8
405700;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9994;6
408200;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9993;6
409000;SUBMISSION;;ASH_COATED_OSMIUM;SEASHELLS;9995;2
410100;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10009;3
410200;;SUBMISSION;ASH_COATED_OSMIUM;SEASHELLS;10012;5
